word,meaning_zh,pos,phonetic_uk,phonetic_us,synonyms,rel_words,exam_level
adjacent,毗连的；紧接着的,adj,ə'dʒeɪs(ə)nt,ə'dʒesnt,nearby | neighbor,,CET6
cape,披肩，斗篷；海角,n,keɪp,kep,ness | promontory,,CET6
clash,冲突，抵触；碰撞声,"n, vi",klæʃ,klæʃ,interference | conflict | war | collision | warfare | tang | collide with,,CET6
collide,碰撞；冲突，抵触,vi,kə'laɪd,kə'laɪd,hit | impact on | crash,collisional | collisionless | collision | collider,CET6
ingredient,配料，成分,n,ɪn'griːdɪənt,ɪn'ɡridɪənt,element | factor | material | basic | essential,,CET6
shell,炮弹，猎枪子弹,"n, vi, vt",ʃel,ʃɛl,configuration | profile | shot | chip | flake off | skin | flay,shelled | shelling | sheller | shelling | shelled,CET6
battery,炮组，排炮,n,'bætri,'bæt(ə)rɪ,electric cell | electric element,,CET6
foam,泡沫塑料；泡沫,"n, vi",fəʊm,fom,bubble | spray | yeast | spume,foamy | foaming | foamflower | foaminess | foaming,CET6
bypass,旁通管,"n, vt",'baɪpɑːs,'baɪpæs,ignore | neglect | side road | passby,,CET6
limp,蹒跚，跛行,"adj, n, vi",lɪmp,lɪmp,weak | soft | tender | ductile | hirple | hilch | claudication | hirple,limply | limpness,CET6
stagger,蹒跚，使摇晃,"adj, n, vi, vt",'stægə,'stægɚ,interlace | titubate | hesitate | titubation | hitchiness | altern | interlaced,staggering | staggeringly | staggerer | staggering,CET6
ascend,攀登，登高,"vi, vt",ə'send,ə'sɛnd,raise | arise | go up | climb | scale | climb,ascending | ascendant | ascendent | ascensional | ascensive | ascension | ascendant | ascendent | ascender | ascending,CET6
dispatch,派遣；调度,"n, vt",dɪˈspætʃ,dɪ'spætʃ,urgent-mail | mission | send along,dispatcher,CET6
faction,派别，宗派，小集团,n,'fækʃ(ə)n,'fækʃən,wing | junta,factious | fact,CET6
hover,徘徊；傍徨；翱翔；盘旋,"n, vi, vt",'hɒvə,'hʌvɚ,plane | orbit | vibration | spinning around | brood | hatch,,CET6
drainage,排水；下水道,n,'dreɪnɪdʒ,'drenɪdʒ,wastewater | bailing,drain | drain | drain,CET6
range,排列,"n, vi, vt",reɪn(d)ʒ,rendʒ,extent | boundary | region | scope | spectrum | territory | area | reach | parallel with | feed | grass,ranking | rangy | ranking | ranger | ranging | ranking | ranging,CET6
clap,拍手喝采声；霹雳声,"n, vt",klæp,klæp,plaud | handclap,clapping | clapper | clapping,CET6
reptile,爬行动物,,,,,,CET6
overhear,偶然听到；偷听,vt,əʊvə'hɪə,",ovɚ'hɪr",happen to hear | listen in on,,CET6
ohm,欧姆,,əʊm,om,,ohmic | ohmage | ohmmeter,CET6
hostess,女主人；旅馆女老板,n,'həʊstɪs; -es; həʊ'stes,'hostəs,goodwife | mistress,host | hosteller | host | host,CET6
feminine,女性的；女子气的,adj,'femɪnɪn,'fɛmənɪn,female | negative,femininity | femaleness | feminization | feminise | feminize | feminise | feminize,CET6
waitress,女侍者，女服务员,n,ˈweɪtrəs,ˈwetrɪs,chambermaid | usherette,waiter,CET6
goddess,女神,n,ˈgɒdɪs,ɡɑdɪs,nymph,god,CET6
blouse,女衬衫；罩衫,,'blaʊz,blaʊs,,,CET6
coward,懦怯的，胆小的,"adj, n",'kaʊəd,'kaʊɚd,chicken | molly | timid | harehearted,cowardly | cowardly | cowardliness,CET6
radiator,暖气片；散热器,n,'reɪdɪeɪtə,'redɪ'etɚ,heatsink | heating unit,radiant | radiate | radioactive | radiating | radiation | radiant | radiance | radiancy | radiating | radiate | radiate,CET6
strive,努力，奋斗，力求,vi,straɪv,straɪv,apply oneself | struggle | labor,striving | striver | striving,CET6
mess,弄脏，弄乱，搞糟,"n, vi, vt",mes,mɛs,difficulty | disorder | chaos | confusion | corner | destroy | soil | mud | spot | damage | play fast and loose | toy with,messy | messily | messiness,CET6
distortion,歪曲；畸变,n,dɪ'stɔːʃ(ə)n,dɪs'tɔrʃən,deformation | transformation,distorted | distortionist | distorted | distort | distort,CET6
shorten,弄短，缩小，减少,"vi, vt",'ʃɔːt(ə)n,'ʃɔrtn,weaken | fall off | telescope,short | shortish | short | shortly | short | shortage | shortening | shortener | shortening,CET6
Saturn,土星,,,,,,CET6
milky,牛奶的；乳白色的,adj,'mɪlkɪ,'mɪlki,female | delicate,milkman | milk | milker | milkmaid | milk | milk,CET6
wrench,拧，扭伤,"n, vi, vt",ren(t)ʃ,rɛntʃ,violence | smart | strain | hurt | harry | worry | trouble | tear | rick,wrenching | wrenching,CET6
wring,拧，挤，扭，榨,"n, vi, vt",rɪŋ,rɪŋ,screw | harry | worry | trouble | tear | squirm | wriggle | twist | tweak,wringer,CET6
peer,凝视,"n, vi",pɪə,pɪr,pore | stare at | prince | noble | nobility,peerless | peek | peep | peephole | peerage | peeress | peek | peep | peep,CET6
nickel,镍；镍币,n,'nɪk(ə)l,'nɪkl,Ni | medio,,CET6
junior,年少者；晚辈,adj,'dʒuːnɪə,'dʒunɪɚ,inferior | lower,,CET6
annually,年年，每年,adv,'ænjʊəlɪ; 'ænjʊlɪ,'ænjuəli,yearly,annual | annual,CET6
practicable,能实行的；适用的,adj,'præktɪkəb(ə)l,'præktɪkəbl,feasible | usable,practical | practically | practicably | practice | practicality | practicability | practice | practise | practice | practise,CET6
capability,能力，才能,n,ˌkeɪpəˈbɪləti,ˌkeɪpəˈbɪləti,talent | ability | competence | performance | property | quality,capable | capably | capacity | capacitance | capaciousness,CET6
basin,内海；盆地；流域,n,'beɪs(ə)n,'besn,valley | pot,basined,CET6
interior,内部,"adj, n",ɪn'tɪɜːrɪə,ɪn'tɪrɪɚ,essence | principle | texture | entity | inner | inner | domestic | essential | inside | home,interiorize,CET6
tickle,挠，胳肢；逗乐,vt,'tɪk(ə)l,'tɪkl,please | glad | satisfy | content,ticklish | ticker | tickler | tickling | tickling,CET6
incredible,难以置信的，惊人的,adj,ɪn'kredɪb(ə)l,ɪn'krɛdəbl,tremendous | unbelievable | spectacular | fabulous,incredibly | incredibility,CET6
difficult,难以满足的,adj,'dɪfɪk(ə)lt,'dɪfɪkəlt,hard | tough,difficulty,CET6
refugee,难民，流亡者,n,refjʊ'dʒiː,'rɛfjʊdʒi,asylee | displaced persons,,CET6
pumpkin,南瓜,n,'pʌm(p)kɪn,'pʌmpkɪn,punkin | musky ground,pumpkinseed,CET6
polar,南（北）极的；极性的,adj,'pəʊlə,'polɚ,dipolar | diametrical,polarity | polarization | polarize | polarize | polarise,CET6
masculine,男性的,"adj, n",'mæskjʊlɪn,'mæskjəlɪn,male | positive | mankind | maleness,masculinity | masculinization | masculinize,CET6
baron,男爵；贵族；巨商,n,'bær(ə)n,'bærən,tycoon | big boy,baronial | baroness | baronage | baronetcy | barony,CET6
endurance,耐久力，持久力,n,ɪn'djʊər(ə)ns; en-,ɪn'dʊrəns,staying power | patience with,enduring | endurable | enduringly | enduring | endure | endure,CET6
sodium,钠,n,'səʊdɪəm,'sodɪəm,natrium,,CET6
pasture,牧场,"n, vt",'pɑːstʃə,'pæstʃɚ,grass | field | lawn | meadow | grass | feed | range,pastureland | pasturage,CET6
intent,目不转睛的，热切的,"adj, n",ɪn'tent,ɪn'tɛnt,goals | purpose | sake | meaning | will | focused | determined | decided | anxious,intentional | intentionally | intently | intention | intentionality | intentness,CET6
end,目标，目的,"n, vi, vt",end,ɛnd,completion | death | target | goal | object | drop | determine | pass | conclude | bring to a close,endless | endmost | endwise | endlessly | endwise | ending,CET6
oyster,牡蛎,n,'ɒɪstə,'ɔɪstɚ,Gigas | ostracean,,CET6
magician,魔法师；变戏法的人,n,mə'dʒɪʃ(ə)n,mə'dʒɪʃən,conjuror | sorcerer,magic | magical | magic,CET6
skyscraper,摩天楼,,'skaɪskreɪpə,'skaɪ'skrepɚ,,,CET6
module,模块；组件,n,'mɒdjuːl,'mɑdʒul,component | ActiveX Component ActiveX,,CET6
ambiguous,模棱两可的；分歧的,adj,æm'bɪgjʊəs,æm'bɪɡjuəs,blurred,ambiguously,CET6
feel,摸起来,"n, vi, vt",fiːl,fiːl,expect | count | guess | find | make | fish for | poke about | consciousness | sense perception,feeling | feelingly | felt | feeling | feeler | felt | feeling | felt | felt,CET6
destiny,命运，天数,n,'destɪnɪ,'dɛstəni,fate | lot | fortune | portion,destined | destined | destine,CET6
doom,厄运，毁灭,"n, vt",duːm,dʊm,death | sentence | end | award | fate | determine,doomsday,CET6
proposition,命题，主题；提议,n,prɒpə'zɪʃ(ə)n,",prɑpə'zɪʃən",sentence | theme | subject | offer,proposed | proposal | proposer | proposed | propose | propose | propound,CET6
bid,报价；命令,"n, vi, vt",bɪd,bɪd,tell | tender for | tender for | offer,biddable | bidding | bidder,CET6
destine,命定，注定；预定,vt,'destɪn,'dɛstɪn,fate | engage | budget,destined | destination | destiny | destined,CET6
sensible,明显的，感觉得到的,adj,'sensɪb(ə)l,'sɛnsəbl,obvious | aware | distinct | wise | visible,sensitive | senseless | sensing | sensate | sensibly | sensitively | senselessly | sense | sensation | sensitivity | sensibility | sensing | sensationalist | sensing | sensitise | sense | sensibilize | sensitise,CET6
explicit,明晰的；直率的,adj,ɪk'splɪsɪt; ek-,ɪk'splɪsɪt,precise | decided | distinct | specific | express,explicitly | explicitness,CET6
decidedly,明确地，坚决地,adv,dɪ'saɪdɪdlɪ,dɪ'saɪdɪdli,positively | flat | emphatically,decisive | decided | deciding | decisively | decided | decisiveness | deciding,CET6
formulation,表述方式,n,fɔːmjʊ'leɪʃn,",fɔrmjə'leʃən",planning | construct | programme | projection,formulaic | formulary | formula | formulary | formulate | formularize,CET6
brightness,明亮，辉煌，聪明,n,'braɪtnɪs,'braɪtnɪs,intensity | sunshine | animation,bright | bright | brightly | bright | brighten | brighten,CET6
classic,名著,"adj, n",'klæsɪk,'klæsɪk,traditional | conventional | chefdoeuvre | scriptures,classical | classy | classically | classical | classicism | classicalism | classicist | classicize | classicize,CET6
promptly,敏捷地，迅速地,adv,'prɒm(p)tlɪ,'prɑmptli,quickly | rapidly | fast | ready,prompt | prompt | prompt | promptness | promptitude | prompt,CET6
sensitivity,敏感（性）；灵敏性,,,,,,CET6
representation,描写；陈述；代表,n,",reprɪzen'teɪʃ(ə)n",'rɛprɪzɛn'teʃən,presentation | statement | deputy | behalf of | ambassador,representative | representational | representable | representative | represent | represent,CET6
nursery,苗圃,n,'nɜːs(ə)rɪ,'nɝsəri,soil | nest,nurseryman,CET6
deposition,免职，罢免,n,",depə'zɪʃ(ə)n; diː-",",dɛpə'zɪʃən",mineral deposit | orebed,deposit | deposit | depose | deposit | depose,CET6
confidential,秘密的；亲信的,adj,kɒnfɪ'denʃ(ə)l,",kɑnfɪ'dɛnʃl",classified | secret,confidence | confidentially | confidingly | confidence | confidentiality,CET6
enchant,迷住；用魔法迷惑,vt,ɪn'tʃɑːnt; en-,ɪn'tʃænt,bemuddle | bewilder,enchanting | enchantingly | enchantment | enchantress | enchanter | enchanting,CET6
fascinate,迷住，迷人,"vi, vt",'fæsɪneɪt,'fæsə'net,enthrall | beguile | be carried away,fascinating | fascinated | fascinatingly | fascination | fascinating | fascinated,CET6
superstition,迷信，迷信行为,n,",suːpə'stɪʃ(ə)n; ,sjuː-",",supɚ'stɪʃən",aberglaube | fetish,superstitious | superstitiously,CET6
stray,迷路,"adj, n, vi",streɪ,stre,lose oneself | vagabondize | astray | Vagabonds | Nads,strayer,CET6
perplex,迷惑，困惑，难住,vt,pə'pleks,pɚ'plɛks,bepuzzle | confuse,perplexing | perplexed | perplexedly | perplexity,CET6
bewilder,迷惑，把…弄糊涂,vt,bɪ'wɪldə,bɪ'wɪldɚ,bemuddle | enchant,bewildered | bewildering | bewilderingly | bewilderment | bewildered | bewildering,CET6
snap,猛咬；突然折断,"adj, n, vi, vt",snæp,snæp,pull cut | bite | gnaw at | splutter | sudden | unannounced,snappy | snappish | snapper,CET6
hurl,猛投；猛冲,vt,hɜːl,hɝl,let drop,hurling | hurler | hurling,CET6
jerk,猛地一拉，急拉,"n, vt",dʒɜːk,dʒɝk,ass | nong | sweep | hoick,jerky | jerkily | jerky | jerker | jerkiness,CET6
ally,盟国；同盟者，伙伴,"n, vi, vt",'ælaɪ,'ælaɪ,friend | partner | assistant | comrade | aid | combine | associate | band | combine | connect | league | hand in hand,allied | allied,CET6
threshold,门槛；入门，开端,n,"'θreʃəʊld; 'θreʃ,həʊld",'θrɛʃhold,entry | conception | limitation | beginning | opening,,CET6
charm,魅力；妩媚,,,,,,CET6
fair,美丽的,"adj, adv, n",feə,fɛr,beautiful | fine | clear | just | impartial | definitely | directly | equally | immediately | straight | expo | exhibition | beauty,fairly | fairness,CET6
offensive,冒犯的；进攻的,"adj, n",ə'fensɪv,ə'fɛnsɪv,evil | rank | attack | attempt | push,offending | offenseless | offensively | offence | offender | offense | offensiveness | offending | offend | offend,CET6
pore,毛孔，气孔，细孔,"n, vi",pɔː,pɔr,consider | stare at | stomates | stigmata,,CET6
fuss,大惊小怪,"n, vi, vt",fʌs,fʌs,make a big deal out of | break a butterfly on the wheel | alarmism | hoo-ha | trouble | irk,fussy | fussily,CET6
cartoon,动画片；漫画,n,kɑː'tuːn,kɑr'tun,animated picture | animated film,cartoonist,CET6
vine,蔓，藤，藤本植物,n,vaɪn,vaɪn,grape | rattan,vinery | viniculture | vinification,CET6
expire,满期，到期；断气,"vi, vt",ɪk'spaɪə; ek-,ɪk'spaɪɚ,die | drop | determine | finish | pass | breathe out | exsufflate,expired | expiratory | expiry | expiration | expired,CET6
bull,买空的证券投机商,"adj, n, vi, vt",bʊl,,ox | toro | male | large scale | browbeat | gally | price increase | have one's day,bully | bullied | bullish | bully | bully | bully | bullying | bullying | bullied | bully | bully,CET6
wharf,码头，停泊所,"n, vt",wɔːf,wɔrf,dock | landing | pier,wharfage,CET6
circus,马戏；马戏团,n,'sɜːkəs,'sɝkəs,Circus Troupe | Circus Charlie,,CET6
filter,滤过,"n, vi, vt",'fɪltə,'fɪltɚ,sink in | seep into | strainer | percolator | penetrate | lauter,filtration | filtrate | filtrate | filtrate,CET6
ass,傻瓜，蠢笨的人；驴,n,æs,æs,behind | rear,,CET6
propeller,螺旋桨，推进器,n,prə'pelə,prə'pɛlɚ,airscrew | airfoil,propellant | propelling | propellent | propellant | propelling | propellent | propellor | propelling | propel,CET6
spiral,螺旋（形）的，盘旋的,"adj, n",'spaɪr(ə)l,'spaɪrəl,screw | helix | helical | gyroidal,spirally | spire | spirilla | spirillum | spire | spire,CET6
nut,螺帽，螺母,n,nʌt,nʌt,nutsert | female screw,nutty | nuttily | nutter,CET6
Roman,古罗马人；罗马人,,'rəʊmən,'romən,,,CET6
thesis,论文；论题，论点,n,'θiːsɪs,'θisɪs,dissertation | tractate,,CET6
forum,论坛，讨论会,n,'fɔːrəm,'fɔrəm,consultation | seminar,,CET6
oval,卵形的,"adj, n",'əʊv(ə)l,'ovl,elliptical | ovate | ellipse | elliptical shape,,CET6
video,录像的,"adj, n, v",'vɪdɪəʊ,'vɪdɪo,television | Vedio | televisual | to produce,,CET6
reed,芦笛，牧笛,n,riːd,rid,Phragmites | phragmites communis,reedy,CET6
leakage,漏，泄漏；漏出物,n,'liːkɪdʒ,'likɪdʒ,divulgation | giveaway,leaky | leak | leaker | leakiness | leak | leak,CET6
hug,搂,"n, vi, vt",hʌg,hʌɡ,press | stay | embrace | tough | embrace | cuddle | embrace | persistence,hugging | hugger | hugging,CET6
stairway,楼梯,n,'steəweɪ,'stɛr'we,ladder | stile,staircase | stair | stairwell | stairhead,CET6
monopoly,垄断；独占，专利,n,mə'nɒp(ə)lɪ,mə'nɑpəli,cornerer,monopolistic | monopolist | monopsony | monopolisation | monopolism | monopolization | monopolizer | monopolize | monopolise,CET6
bridle,马笼头；马勒,"n, vi, vt",'braɪd(ə)l,'braɪdl,trace | haltere | possess | contain | regulate | bit | bottle | pet | take offense,,CET6
willow,柳树，柳木,n,'wɪləʊ,'wɪlo,Salix,,CET6
streamline,流线；流线型,"adj, n",'striːmlaɪn,'strimlaɪn,flowline | elementary stream | faired | clipper-built,streamlined | streamliner | streamlined,CET6
rascal,流氓，恶棍，无赖,"adj, n",'rɑːsk(ə)l,'ræskl,cad | hoodlum | poor | mean | base | dirty | dishonest,rascally | rascally | rascality,CET6
prevalent,流行的；盛行的,adj,'prev(ə)l(ə)nt,'prɛvələnt,popular | widespread | universal | fashionable | going,prevalence,CET6
exile,流放,"n, vt",'eksaɪl; 'egz-,'ɛksaɪl,transportation | banishment | transport | banish,,CET6
flux,流；涨潮；流量,"n, vi, vt",flʌks,flʌks,issue | instability | fuse | discharge | issue | shed,,CET6
track,留下足迹,"n, vi, vt",træk,træk,path | railway | tail | trajectory | orbit | clear | trail | go | walk | step,tracked | trackable | trackless | tracking | tracing | tracker | tracking | tracing | tracked,CET6
gramophone,留声机,n,'græməfəʊn,'ɡræməfon,phono,,CET6
otherwise,另外；在其他方面,"adj, adv",'ʌðəwaɪz,'ʌðɚwaɪz,else | extra | another | elsewise,other | otherness | other,CET6
province,领域，范围，职权,n,'prɒvɪns,'prɑvɪns,domain | territory | world | universe | kingdom,,CET6
consul,领事,,'kɒns(ə)l,'kɑnsl,,consulate | consulship,CET6
retail,零售,n,'riːteɪl,'ritel,sell-through | resale,retailer | retailing | retailing,CET6
flexible,灵活的，可变通的,adj,'fleksɪb(ə)l,'flɛksəbl,elastic | pliable,flex | flexile | flexuous | flexibly | flexibility | flex | flexure | flexion | flexibleness | flex | flex,CET6
inspiration,灵感；妙想；鼓舞,n,ˌɪnspəˈreɪʃn,ˌɪnspəˈreʃən,stimulation | afflatus,inspired | inspiring | inspiratory | inspirer | inspired | inspiring | inspire | inspirit,CET6
grove,林子，小树林，园林,n,grəʊv,ɡrov,bosket | orchard garden,,CET6
neighbouring,邻近的，接壤的,adj,'neɪb(ə)rɪŋ,'neibəriŋ,adjacent | surrounding,neighbor | neighbour | neighboring | neighbourly | neighborhood | neighbor | neighbour | neighbourhood | neighboring | neighbor | neighbour | neighbor | neighbour,CET6
vicinity,邻近；附近地区,,vɪ'sɪnɪtɪ,və'sɪnəti,,vicinal,CET6
fission,裂开；分裂生殖,n,'fɪʃ(ə)n,'fɪʃən,fragmentation | disruption,fissile | fissionable | fissiparous | fissure | fissionable | fissiparity | fissure | fissure,CET6
prey,猎物,"n, vi",preɪ,pre,grind down | lie on | victim | predation,,CET6
martyr,烈士，殉难者,vt,'mɑːtə,'mɑrtɚ,harry | worry | trouble | tear,martyrdom,CET6
grin,咧着嘴笑,,grɪn,ɡrɪn,,grinning | grinner | grinning,CET6
expect,料想，认为,"vi, vt",ɪk'spekt; ek-,ɪk'spɛkt,promise oneself | guess | find | feel | make | look foward to | to look forward to,expectant | expectable | expectantly | expectation | expectancy | expectant,CET6
quantitative,量的；定量的,adj,"'kwɒntɪ,tətɪv; -,teɪtɪv",'kwɑntətetɪv,mensurable,quantitatively | quantity | quantification | quantifier | quantify | quantify,CET6
blush,脸红，害臊,"n, vi",blʌʃ,blʌʃ,feel cheap | red | shame,blushing | blushful | blushingly | blushing | blusher,CET6
allied,联合的；联姻的,"adj, v",'ælaɪd; ə'laɪd,"əˈlaɪd,ˈælˌaɪd",linked | federal | joint | confederative | combined | mingled,ally | ally | ally,CET6
ripple,涟漪，细浪，波纹,n,'rɪp(ə)l,'rɪpl,cockles | Sparkling Raindrops,rippling | rippled | rippling | rippled,CET6
mitten,连指手套,,'mɪt(ə)n,'mɪtn,,mitt,CET6
attachment,爱慕；附件；连接物,n,ə'tætʃm(ə)nt,ə'tætʃmənt,joining | enclosure,attached | attachable | attached | attach | attach,CET6
junction,连接点，汇合处,n,'dʒʌŋ(k)ʃ(ə)n,'dʒʌŋkʃən,connection | join | linking,juncture,CET6
chestnut,栗子；栗树；栗色,"adj, n",'tʃesnʌt,'tʃɛsnʌt,sorrel | castaneous | nut-brown,,CET6
exceptional,优越的；例外的,adj,ɪk'sepʃ(ə)n(ə)l; ek-,ɪk'sɛpʃənl,novel | exquisite,exceptionally | except | exception | except | except | except,CET6
solar,利用太阳光的,"adj, n",'səʊlə,'solɚ,heliacal | sunroom | sun porch,solarization | solarise | solarize | solarise | solarize,CET6
impose,将（想法、信仰等）强加于（某人）,"vi, vt",ɪm'pəʊz,ɪm'poz,do with | trade on | force | levy tax,imposed | imposing | imposition | imposture | imposed | imposing,CET6
utilization,利用，效用,n,",juːtɪlaɪ'zeɪʃən",ˌjuːtəlaɪ'zeɪʃn,employment | usage | exploitation | use,utilized | utile | utilizable | utilizer | utilized | utilize,CET6
stereo,立体声,"adj, n",'sterɪəʊ; 'stɪərɪəʊ,'stɛrɪo,dimensional sound | solid | tridimensional,stereotyped | stereoscopic | stereophonic | steradian | stereophony | stereoscopy | stereotyped,CET6
cubic,立方体的；立方的,adj,'kjuːbɪk,'kjubɪk,cuboid,cubical | cuboid | cuboidal | cubiform | cube | cuboid | cube,CET6
legislation,立法；法规,n,ledʒɪs'leɪʃ(ə)n,",lɛdʒɪs'leʃən",lawmaking | lex,legislative | legislatively | legislative | legislature | legislator | legislatorship | legislate | legislate,CET6
historian,历史学家；编史家,,hɪ'stɔːrɪən,hɪ'stɔrɪən,,historical | historic | historied | historically | history | historiography | historiographer,CET6
historic,历史的；历史性的,,hɪ'stɒrɪk,hɪ'stɔrɪk,,historical | historied | historically | history | historian | historiography | historiographer,CET6
mechanics,力学，机械学,n,mɪ'kænɪks,mə'kænɪks,dynamics | technology | configuration | science | framework | skill | texture,mechanical | mechanistic | mechanized | mechanically | mechanism | mechanization | mechanisation | mechanist | mechanized | mechanize | mechanise,CET6
intellect,理智，智力，才智,n,'ɪntəlekt,'ɪntəlɛkt,brain | understanding | mind | mentality | head,intellectual | intelligent | intelligible | intellectually | intelligibly | intellectual | intelligence,CET6
ideally,理想地；理论上,,aɪ'dɪəl(l)ɪ; aɪ'diːəl(l)ɪ,aɪ'diəli,,ideal | idealistic | idealist | idealized | ideal | idealism | idealist | ideality | idealization | idealisation | idealized | idealize | idealise | idealize | idealise,CET6
abstract,理论上的,"adj, n, vt",'æbstrækt,'æbstrækt,brief | summary | resume | deep | nonobjective | extract | brief,abstracted | abstractionist | abstractive | abstractly | abstractedly | abstraction | abstractionism | abstractionist | abstractor,CET6
slang,俚语；行话，黑话,n,slæŋ,slæŋ,jargon | dialect,slangy,CET6
courtesy,礼貌，谦恭,,,,,,CET6
twilight,黄昏,"adj, n",'twaɪlaɪt,'twaɪlaɪt,morning | dark | lowering | dingy,,CET6
ion,离子,,'aɪən,'aɪən,,ionizing | ionized | ionization | ionisation | iontophoresis | ionizing | ionized | ionize | ionize | ionise,CET6
excursion,（尤指集体）远足，短途旅行,n,ɪk'skɜːʃ(ə)n; ek-,ɪk'skɝʒn,skewing | short trip,excursive | excursionist,CET6
grim,严厉的,adj,grɪm,ɡrɪm,frozen | cruel,grimly,CET6
prism,棱镜；棱柱（体）,,'prɪz(ə)m,'prɪzəm,,prismatic | prismoid,CET6
troublesome,困难的,adj,'trʌb(ə)ls(ə)m,'trʌblsəm,tight | evil | rank | unpleasant,trouble | troublemaker | troubleshooter | trouble | trouble,CET6
analogue,类似物,"adj, n",'ænəlɒg,'ænəlɔ:g,similar | parallel | akin,analogous | analogical | analogously | analogy | analogise | analogise,CET6
similarity,类似，相似；类似点,n,sɪmə'lærətɪ,",sɪmə'lærəti",analogy | kinsmanship,similar | similarly | similar | similitude,CET6
flank,肋，肋腹；侧面,n,flæŋk,flæŋk,side | profile plane,flanker,CET6
comprehend,了解，理解，领会,vt,kɒmprɪ'hend,",kɑmprɪ'hɛnd",involve | see | contain | absorb | read,comprehensive | comprehensible | comprehensively | comprehensive | comprehension | comprehensibility,CET6
optimism,乐观，乐观主义,,'ɒptɪmɪz(ə)m,'ɑptɪmɪzəm,,optimistic | optimistically | optimist | optimize | optimise | optimize | optimise,CET6
sophisticated,老于世故的；高级的,"adj, v",sə'fɪstɪkeɪtɪd,sə'fɪstɪketɪd,complicated | experienced | involved | detailed | exquisite | mystified,sophomore | sophisticatedly | sophomore | sophisticate | sophistication | sophisticate | sophisticate,CET6
straightforward,老实的，坦率的,"adj, adv",streɪt'fɔːwəd,",stret'fɔrwɚd",simple | precise | honest | transparent | plain | directly | openly,straightforwardly | straightforwardness,CET6
wasteful,浪费的,adj,'weɪstfʊl; -f(ə)l,'westfl,luxury | dissipative,waste | wasted | wasting | wastefully | waste | wasting | waster | wastrel | wastefulness | wasted | waste | waste,CET6
idleness,懒惰；赋闲无事,n,'aɪdlnəs,'aɪdlnɪs,unemployment | inapplication,idle | idly | idler | idle | idle,CET6
shabby,破旧的；褴褛的,adj,'ʃæbɪ,ˈʃæbi,poor | mean | tight | base | shot,shabbily | shabbiness,CET6
dust,灰尘,"n, vt",dʌst,dʌst,powder | dirt | sift,dusty | duster | dustiness,CET6
flight,溃退，逃跑,"n, vt",flaɪt,flaɪt,fly | liner | pot | take a shot at,flightless,CET6
rapture,狂喜，欢天喜地,n,'ræptʃə,'ræptʃɚ,elation | gaiety,rapturous,CET6
fury,狂怒，暴怒；猛烈,n,'fjʊərɪ,'fjʊri,agriothymia | hopping mad,furious | furiously | furiousness,CET6
violent,狂暴的,adj,'vaɪəl(ə)nt,'vaɪələnt,fierce | hard,violently | violence,CET6
furious,狂暴的；强烈的,adj,'fjʊərɪəs,'fjʊrɪəs,acute | stinging,furiously | fury | furor | furiousness,CET6
satisfaction,满足，愉快,n,sætɪs'fækʃ(ə)n,",sætɪs'fækʃən",content | fill | satisfied with | Lays,satisfied | satisfactory | satisfying | satisfiable | satisfactorily | satisfyingly | satiety | satisfier | satisfactoriness | satisfied | satisfy | satisfy,CET6
snack,快餐，小吃,"n, vi",snæk,snæk,proportion | portion | percent | part | integral | nosh,,CET6
rapidity,快，迅速；陡，险峻,n,rə'pɪdɪtɪ,rə'pɪdəti,velocity | rate | speed,rapid | rapidly | rapid | rapidness,CET6
parade,夸耀（才能等）,"n, vi, vt",pə'reɪd,pə'red,display | pageant | show off | brag about | file | show off,parader,CET6
pants,裤子；男用短衬裤,n,pæn(t)s,pænts,britches | short trousers,,CET6
bitterness,苦味，辛酸，苦难,n,bɪtənəs,'bɪtɚnɪs,spite | hardship,bitter | bitterish | bitter | bitterly | bitter | bitters | bitter,CET6
wither,枯萎；使衰弱,"vi, vt",'wɪðə,'wɪðɚ,debilitate | devitalize | flag | damp off,withered | withering | withering | withered | withering,CET6
clasp,扣住，扣紧，钩住,"n, vi, vt",klɑːsp,klæsp,handshake | shake-hands | press | button | buckle | button up,,CET6
fastener,扣件，钮扣，揿钮,n,'fɑːsənə,'fæsnɚ,button | pushbutton,fastness | fasten | fasten,CET6
stammer,口吃地说,"n, vi",'stæmə,'stæmɚ,titubate | stumble over | impediment | mogilalia,stammerer,CET6
panic,恐慌，惊慌,"adj, n, vt",'pænɪk,'pænɪk,alarm | unfounded | flurry,panicky,CET6
terrorist,恐怖分子,,'terərɪst,'tɛrərɪst,,terror | terrorism | terrorization | terrorize | terrorize | terrorise,CET6
peacock,孔雀,"n, vi",'piːkɒk,'pikɑk,peafowl | show off | brag about,,CET6
fantastic,空想的；奇异的,"adj, n",fæn'tæstɪk,fæn'tæstɪk,wonderful | excellent | famous | super | great | weirdo | geezer,fantasy | fantastical | fantastically | fantasy | fantast | fantasy | fantasy,CET6
pneumatic,空气的；气动的,adj,njuː'mætɪk,numætɪk,air-actuated | aerated,pneumatically,CET6
aerial,空气的；航空的,"adj, n",'eərɪəl,'ɛrɪəl,romantic | fantastic | antenna | Arial,aery | aerially | aerialist | aery | aerify,CET6
spatial,空间的，占据空间的,adj,'speɪʃ(ə)l,'speʃl,dimensional | spacial,spatiotemporal | spatially,CET6
